ID_questionnaire;civilite;diplome;promo;admission;nationalite1;FR/UE/HUE;Age;FormComp;DeaMsc;Doctorat;DESSMBA;AutresForm;LieuForm;SitPro;RecchEmp;RecchAutre;NbExp;NbreEmp;AnnRef;TypEntrep;CreaEnt;Dirigeant;EntIndep;TailEntrp;TaGrpe;LieuTra;EntrFra;Pays;Rep;NbEnc;Activité principale employeur;AutAct;Société;Fonction;FonctAut;DomAct;DomActAut;Poste;Mission;AnnSal;SalBrut;SalVar;SalPart;SalAvant;Aspi;Atouts;Freins
846;2;3;31;4;FRANCE;FR;28;2;;;;;;1;;;4;1;2009;1;2;2;1;6;;1;;;5;3;6;;Solucom group;11;;7;;Consultant;o;2008;45 000;0;3 000;1 000;3;télécom paris;
655;2;3;21;1;FRANCE;FR;36;1;1996;;;;2;1;;;12;2;2009;1;2;2;2;6;8;1;;;6;5;10;;SOLYSTIC;2;;8;;CHEF DE GROUPE;;2008;66 000;6 000;3 000;;2;;
1143;2;3;20;1;FRANCE;FR;37;2;;;;;;1;;;13;2;2009;1;2;2;2;5;8;1;;;6;3;9;;Sony;6;;3;;European technical manager;Gerer une equipe de support avant vente;2008;70 203;7 911;0;6 000;3;;
150;2;1;27;9;FRANCE;FR;34;2;;;;;;1;;;9;1;2009;1;2;2;1;8;;1;;;2;8;5;;Sopra Group;10;;8;;Directeur de Marchés;Gestion globale (opérationnelle et commerciale) des comptes Ministere de la defense et interieur;2008;105 000;25 000;5 000;0;1;Double compétence commerce / technique (ENST + ESSEC);... je cherche encore ...
612;2;3;9;1;FRANCE;FR;48;2;;;;;;1;;;25;5;2009;1;2;;;8;;1;;;2;5;5;;Sopra Group;2;;4;;Directeur de projets;Direction de projets d'intégration de progiciel;2009;90 000;6 000;2 000;;3;pugnacité;instabilité personnele
1103;2;1;10;9;FRANCE;FR;50;2;;;;;;2;1;;24;4;2008;1;2;;2;7;8;1;;;4;1;1;Intégrateur Réseaux & Télécom;SPIE Communications;8;;7;;Resp, commercial de grands comptes;Pour un client grand compte donné , c'est   en connaitre l'organisation ,les besoins en termes de produits et services , les possibilités de référencement , méthodes d'achats , la concurrence .  Et donc commercialement   répondre aux Appels d'Offre, gérer des contrats-référencement.   ;2008;90 000;30 000;;2 000;2;Maitrise technique  Respect de la relation commerciale   Sérieux  Souhait de toucher à différents sujets   commerce , techniques , services , contrats, ... ;Se mettre en avant , certaine fois   + Pb personnels 
270;2;3;17;6;FRANCE;FR;44;2;;;;;;1;;;17;2;2009;1;2;2;1;8;;2;;;4;1;9;;ST Ericsson;2;;10;;ingénieur d'étude traitement de signal audio;étude et developpement algorithmes audio  expertise audio et architecture soft/hard;2008;60 000;0;2 000;0;2;;
720;2;3;13;1;FRANCE;FR;43;2;;;;;;1;;;21;2;2009;1;2;;2;6;7;2;;;6;5;10;;STAUBLI;2;;11;;Chef de service R&D;Gérer les équipes de développement, planifier les projets.  Assister les équipes des autres divisions du groupe.  Développement de parties critiques de projets.;2008;79 000;;19 000;;2;Autonomie  Persévérance  Capacité de médiation  Vie extra-professionnelle équilibrée.  ;Manque d'ambition professionnelle  Trop sensible à la météo (activité sportives)  Très attaché à garder dans mon travail des développements techniques.
1;2;1;31;9;FRANCE;FR;30;2;;;;;;1;;;8;4;2009;1;1;1;1;1;;4;1;5;1;;1;;steria;12;;9;;Biometric expert;;2008;60 000;;;10 000;3;;
173;2;3;13;1;FRANCE;FR;44;1;;;1993;;1;1;;;19;3;2009;1;2;1;1;8;;3;;5;1;3;9;;STMicroelectronics;13;;4;;Group Vice-President, Corporate Finance;M&A, divestiture projects, technology in-licensing, intangible assets impairment testing, FAS142, FAS157;2008;200 000;20 000;10 000;3 000;2;Double formation INGENIEUR + MBA.  Expérience à l'étranger (JAPON)  Langues étrangères (ANGLAIS, JAPONAIS, ALLEMAND);Politique interne d'entreprise  Incompétence de certains managers  Contraction d'activité
383;2;1;8;9;FRANCE;FR;50;2;;;;;;1;;;25;1;2009;1;2;;1;8;;2;;;6;6;9;;STMicrolectronics;2;;8;;CAD & product development infrastructure manager;managing PLM & CRM infrastructures for the development of CAD design platforms;2008;96 800;;;;2;vision & innovation, team building & empowerment, customer satisfaction, flexibility & agility.;keep the strategy & innovation pace despite rapid & numerous evolutions of R&D infrastructure requirements, support of concurrent engineering, fast implementation time requested by the business, & tight budget & resource control
16;2;3;31;1;FRANCE;FR;26;2;;;;;;1;;;3;1;2009;1;2;2;1;2;;4;1;11;1;1;1;;Streamezzo;2;;7;;Expert, formateur;Encadrer et guider les développements en Asie  Former les nouveaux arrivants et les clients;2008;48 000;3 000;;9 000;2;Polyvalence, organisation et méthodologie;Age (manque de crédibilité chez certains des anciens), déplacements fréquents
1191;1;3;21;4;SUEDE;UE;38;2;;;;;;1;;;12;3;2009;1;2;2;1;5;;3;;5;4;1;17;;Swedish Space Coorporation;7;;;Spatial;Ingenieur de qualité;Assurer la qualité et product assurance dans des projets de production de satellites.;2009;49 500;;;;2;Ma motivation , perceverance, d'être convaincu que son travail apporte qqchose a la production des biens.;De convaincre certains personnes que la qualité est necessaire dans le developpement et production d'un produit.
983;2;3;31;4;FRANCE;FR;26;2;;;;;;1;;;4;4;2009;1;2;;1;8;;3;;5;1;1;2;;Swisscom (Suisse) SA;5;;6;;Network Engineer;Gestion du réseau IP/MPLS de Swisscom  Gestion de la connectivité IP/MPLS internationale;2008;68 000;3 400;2 000;2 000;1;La formation  La confiance en soi  Être au bon endroit au bon moment;Le doute
894;2;6;14;5;FRANCE;FR;44;1;;;1993;;2;1;;;21;3;2009;1;2;2;2;5;8;1;;;2;7;2;;Swisscom Hospitality Services;5;;7;;Chief Operations Officer;Deployer et opérer les systèmes et les services de la société sur les sites clients.  Assurer l'assistance client 24x7 et le suivi des engagements de services;2008;186 000;33 500;;8 500;2;Prise de risques dans les opportunités professionnelles  Expatriation et culture internationale  Panachage d'expérience fonctionnelle et operationnelle  Panachage d'expérience de petites et de grandes structures      ;Coupure à l'étranger du réseau de contacts Français et des opportunités.  Pas effectué de changement de secteur, alors que l'industrie des opérateurs de télécoms s'est fortement consolidée, réduisant les opportunités de changement.
103;2;3;12;1;CHINE;HUE;50;2;;;;;;1;;;23;1;2009;1;2;2;2;4;7;1;;;2;5;4;;Sybase;2;;8;;Sr Directeur de R&D;Recherche et développement d'un outil de genie logiciel pour la conception des base de données et des applications;2008;180 000;;20 000;;2;connaisances techniques, du marché et des compétiteurs;il n'y en a pas
312;1;1;29;9;ESPAGNE;UE;30;2;;;;;;1;;;5;3;2009;1;2;2;1;8;;3;;2;1;1;4;;Symantec;6;;9;;Snr, Technical Account Manager;Support Partennaires OEM et ISP (FAI) region EMEA;2008;44 000;0;0;0;3;Langues;
769;2;5;25;9;ALGERIE;HUE;40;2;;;;;;1;;;10;4;2009;1;2;2;1;3;;1;;;4;1;9;;Synfora;3;;3;;Technical Account Manager;Gestion de l'aspect technique des comptes avant-vente et apres-vente.;2008;75 000;0;0;0;3;Eviter les entreprises francaises et cibler les socite's US;Je retrouve toujours bloque' par les Polytechniciens
382;2;3;29;1;MAROC;HUE;27;2;;;;;;1;;;5;3;2009;1;2;;1;2;;1;;;5;2;12;;Talisker Consulting;11;;8;;Consultant sénior en stratégie et management des SI;Conseiller les DSI pour l'alignement stratégique des SI et pour l'amélioration de la performance et de l'efficacité de la fonction SI,;2009;65 000;7 000;3 000;0;2;Adaptabilité  Double compétence métier-SI;manque de visibilité à l'école sur la réalité professionnelle du métier de consultant et sur les compétences à développer pour s'y préparer. 
832;2;3;1;4;FRANCE;FR;58;2;;;;;;1;;;34;5;2009;1;1;1;1;2;;2;;;3;5;18;BTP;TALPA;10;;;BTP;PDG;Gestion et management;2008;145 000;50 000;;3 600;2;la formation généraliste rçue à l'ENST et la multitude de postes occupés au sein des grands groupes;la lourdeur administrative en général
1126;2;1;13;9;CHINE;HUE;46;2;;;;;;1;;;22;4;2009;1;1;;1;3;;3;;11;3;7;6;ROBOTIQUE;Tami Intelligence Technology Ltd;10;;;Robotique de services;Foundadeur et PDG;developper des robotiques de service a la  maison et aux publiques (hopital/hotel/etc);2008;200 000;50 000;;;1;new business developement;new concept for people to accept  - need of mature technology
367;2;3;19;9;TUNISIE;HUE;39;1;1995;1998;;;2;1;;;10;2;2009;1;2;2;2;4;2;4;2;12;1;4;13;;TAMU-Qatar;1;;;Communication Mobiles;Professor;Enseignement et Recherche;2008;13 000 000;0;0;80 000;1;PhD in USA;
40;2;3;27;1;FRANCE;FR;30;2;;;;;;1;;;8;1;2009;1;1;2;1;2;;1;;;2;5;1;construction, développement et communication numérique;TCPartners (anciennement ecasting);;;13;;CTO;celle d'un CTO,,,    Prendre des décisions concernant les développements techniques qu'on fait, développement de notre système d'exploitation, fabrication de nos systèmes à Taiwan, en Bulgarie et en France,    Développement du software et du hardware,    Faisabilité pour nos clients,    RDV de vente,    etc,,,;2008;100 000;;200 000;;2;oser me lancer;Philippe Laurier à Télécom en 2001 sinon pas de frein
501;2;6;27;5;FRANCE;FR;33;2;;;;;;1;;;8;4;2009;1;2;;1;7;;1;;;2;4;8;;TDF;14;;2;;Directeur de la Stratégie et du Développement;;2008;110 000;15 000;6 000;3 000;1;Adaptabilité  Réseau;
1227;2;3;16;5;FRANCE;FR;42;2;;;;;;1;;;19;2;2009;1;2;2;1;8;;2;;;2;8;8;;TDF;5;;7;;Directeur opérationnel;Garantir la production (ingénierie, maintenance, évolution des réseaux) sur 16 départements de l'Est de la France;2008;120 000;20 000;10 000;;2;Le diplôme de l'X qui donne confiance à mon employeur, celui de l'ENST pour me permettre d'être à l'aise dans plusieurs domaines techniques de pointe.  A cela s'ajoute bien entendu des qualités personnelles (je n'oublie pas mes défauts  -) et une volonté d'évoluer en permanence.;La méconnaissance des offres d'emplois, la mauvaise circulation de ce genre d'information (il est normal que certains recrutements soient confidentiels pour le bon fonctionnement des entreprises).
377;1;3;29;1;FRANCE;FR;29;2;;;;;;1;;;6;3;2009;1;2;2;2;2;7;1;;;5;2;2;;TELE2 MOBILE;;Service Client;;Service Client;Responsable du recouvrement amiable;Surveiller les consommations  Recouvrer les impayés  Conserver les clients;2008;59 800;7 800;;;2;Bonne connaisance du secteur des télécommunications  Ouverture sur les aspects techniques et marketing  Capacité à gérer des projets pluridisciplinaires;N/A
761;2;6;28;5;FRANCE;FR;31;1;;2005;;;1;1;;;6;1;2009;2;;;;5;;2;;;1;2;13;;Telecom Bretagne;1;;6;;Enseignant-chercheur;Enseignement et recherche;2008;42 000;3 000;;0;2;;
433;2;1;21;9;FRANCE;FR;37;2;;;;;;1;;;13;3;2009;1;2;2;2;8;8;3;;3;5;3;2;;Telecom Italia;2;;6;;Project Manager;Analyse des besoins du client (Marketing ou filiale du groupe), spécifications techniques, développement de la solution, tests de validation, support à l'installation en réseau,;2008;58 000;0;2 000;;3;Capacités d'adaptation, maitrise des langues étrangères.;Nationalité étrangère, non disponibilité à la mobilité (géographique) interne.
369;2;6;27;5;FRANCE;FR;32;1;2001;2005;;;1;1;;;8;1;2009;2;2;2;;5;;1;;;1;3;13;;Télécom ParisTech;1;;10;;Maître de Conférences;Enseignant-chercheur;2008;43 000;0;;0;1;;
818;2;6;10;5;FRANCE;FR;49;2;;;;;;1;;;25;2;2009;2;2;2;2;6;7;1;;;3;8;13;;Télécom ParisTech;10;;;enseignement-recherche;Directeur;Gérer et développer un établissement d'enseignement supérieur et de recherche. ;2008;150 000;20 000;;0;1;mes diplomes X et Télécom  ma culture TIC  mes qualités personnelles;
968;2;3;22;1;FRANCE;FR;35;1;;1999;;;1;1;;;10;1;2009;2;2;2;;6;;1;;;4;2;13;;Télécom ParisTech;1;;6;;Maitre de conf;;2008;49 000;;;;2;;
460;2;5;20;9;FRANCE;FR;42;2;;;;;;1;;;15;1;2009;3;2;;2;5;6;1;;;1;3;13;;Telecom ParisTech,,,,;1;;;Mathématiques;Professeur;Enseignant chercheur;2009;70 000;5 000;;0;1;Ma formation initiale à l'ENS Cachan.;
462;2;3;31;4;FRANCE;FR;29;2;;;;;;1;;;4;3;2009;3;2;2;;5;;1;;;4;2;13;;Télécom-ParisTech;3;;3;;Ingénieur d'études;Développer des outils et démonstrateurs dans le domaine de La sécurité des circuits électroniques.  - Accompagner des doctorants et stagiaires.;2008;43 000;1 000;;;4;- Capacité d'adaptation  - Curiosité  - Sérieux;- Excès d'optimisme  - Excès de gentillesse
179;2;3;25;1;FRANCE;FR;32;1;;;2005;;2;1;;;9;9;2009;1;2;2;2;8;8;3;;2;6;4;2;;Telefónica España;9;;7;;Head of Pricing Department;#NOM?;2008;85 000;20 000;5 000;5 000;;;
932;2;3;22;4;TOGO;HUE;36;2;;;;;;1;;;12;4;2009;1;1;2;1;2;;3;;7;1;1;5;;Televate, LLC;12;;7;;Subject Matter Expert;Aider les reseaux de service de securite publique a integrer les nouvelles technologies wireless;2009;90 000;;2 000;;1;Flexibilite, gout de travailler sur les technologies et produits nouveaux, curiosite, patience, ecoute;Il a fallu du temps pour maitriser l'anglais et avoir une confiance totale en soi pour mieux communiquer
1043;2;1;29;9;FRANCE;FR;31;2;;;;;;1;;;6;1;2009;1;2;2;2;6;8;2;;;1;1;7;;Telindus;8;;9;;Avant vente sécurité;Promouvoir l'offre Sécurité de Telindus. Répondre à la partie technique des consultations/appel d'offre. Assurer un suivi de compte.;2008;43 000;4 000;5 000;5 760;3;Une bonne expérience dans le domaine sécurité à la sortie des études (via l'apprentissage). Le Mastere SSIR à ParisTech m'a permis d'aborder les problématiques plus en amont.;
1098;2;3;16;1;FRANCE;FR;41;2;;;;;;1;;;17;2;2009;1;2;;2;6;8;1;;;2;8;7;;TELINDUS;6;;6;;Directeur Support et Services Managés;Responsabilité du P&L de la business unit. Garantir la rentabilité et le développement de l'activité.  Membre du comité executif de Telindus  ;2008;89 000;8 900;8 000;8 300;2;Savoir faire, fiabilité, engagement, loyauté, compétence multiples   clients, organisation, finances.  ;Trop honnête / trop prudent / environnement professionnel pas toujours extrêmement porteur.
938;2;3;29;1;FRANCE;FR;28;1;;;2005;;1;1;;;4;2;2009;1;2;2;1;2;;1;;;4;2;12;;TERA Consultants;11;;;Economie des télécoms;Consultant senior;Analyse technico-économique (régulateurs, autorités de concurrence).;2009;75 000;15 000;;6 000;2;;L'ENST (ou SupTélécom, ou Télécom Paris, ou Telecom ParisTech...) n'est pas reconnue à l'étranger.
663;2;3;29;1;FRANCE;FR;29;1;2004;;;;1;1;;;4;1;2009;1;2;2;1;2;;1;;;1;2;12;;TERA Consultants;11;;7;;Consultant Sénior;Différentes missions de conseil    concurrence, régulation, développement de marché.  Expertise technico économique.;2008;45 000;13 000;13 000;;2;;
284;2;3;26;1;FRANCE;FR;31;2;;;;;;1;;;9;2;2009;1;1;2;1;2;;1;;;2;4;12;;TERA Consultants;11;;;Industries de réseaux (télécom, poste, électricité, gaz,,,);Directeur associé;Prospection commerciale  Conception, rédaction et argumentation de propositions commerciales forfaitaires  Encadrement et suivi du planning et de la qualité des missions;2008;80 000;13 000;15 000;;1;Culture générale prépa (rigueur liée aux maths et à la physique), télécom (fondamentaux techniques) et économie industrielle (méthodes d'analyse)  Expérience de création d'entreprise (écoute et analyse d'un problème/besoin d'un prospect/client);Visibilité à l'international du diplôme  (bien meilleure depuis que Telecom ParisTech peut être présentée comme le département ICT de l'université ParisTech)
759;2;3;31;1;FRANCE;FR;26;2;;;;;;1;;;3;1;2009;1;2;2;1;8;;2;;;1;2;9;;Texas Instruments;4;;3;;Systems Engineer;Developpement et deploiement de methodologies liees a l'ESL;2008;42 000;0;0;0;2;Modularite, innovateur et abilite a promouvoir de nouvelles methodes.;Methodes a l'encontre des moeurs et des coutumes de l'entreprise, et donc, quelques difficultes de communication.
440;2;3;17;1;FRANCE;FR;40;1;;;1992;;1;1;;;15;;2009;1;2;2;2;7;8;1;;;2;4;8;;TF1;12;;2;;Directeur des études et du développement  Direction des technologies et des systèmes d'information;- maîtrise d'ouvrage  - gestion fournisseur  - veille nouvelles technologies  - études;2008;110 000;10 000;6 000;8 000;1;opportunité  - double formation ingénieur / finance;
587;2;3;10;1;FRANCE;FR;46;1;;;1991;;1;1;;;22;2;2009;1;2;2;2;6;8;1;;;2;4;8;;TF1;14;;5;;Directeur du Développement groupe;Recherche et analyse d'opportunités de développement (organique ou par croissance externe);2008;260 000;20 000;15 000;15 000;2;Flexibilité et adaptabilité, largeur de compétence (management, langues...), talent de négociation, esprit entrepreneurial;dimension politique
781;2;3;16;4;FRANCE;FR;42;2;;;;;;1;;;18;7;2009;1;1;2;1;7;;1;;;2;4;8;;TF1;10;;7;;Directeur Délégué Jeux et CRM;Pilotage opérationnel d'une activité de jeux en ligne  Responsable transversal du CRM au niveau du groupe;2009;235 000;40 000;;;2;Investissement et implication  Passion  ;
1049;1;3;13;4;FRANCE;FR;46;2;;;;;;1;;;23;1;2009;1;2;2;2;8;8;3;;10;1;6;2;;THALES;14;;5;;Directeur de la strategie;Definir la strategie d'une unite du Groupe implantee en Australie;2008;150 000;20 000;0;0;2;La logique, la capacite de communiquer;la langue, l'idealisme
692;2;3;23;1;FRANCE;FR;37;2;;;;;;1;;;11;1;2009;1;2;2;2;8;8;1;;;6;4;5;;THALES;8;;8;;Directeur avant-vente infogérance;Soutenir le développement commercial par la qualification des opportunités, la conduite des réponses à appel d'offre, jusqu'aux gains des contrats, dans le domaine de l'infogérance;1988;84 000;6 000;1 000;0;1;Polyvalence, prise de risques, sens de l'écoute;inexpérience  
714;2;3;1;1;FRANCE;FR;57;2;;;;;;1;;;33;1;2009;1;2;;1;8;;1;;;1;1;17;;THALES;3;;1;;Expert radar;Etude et développement de radars.;2008;110 000;10 000;2 000;0;2;Compétence;
1090;2;3;14;6;FRANCE;FR;46;2;;;;;;1;;;19;1;2009;1;2;2;2;8;8;1;;;6;2;1;;THALES;8;;6;;Responsable Commercial;Vente de gros programmes;2008;95 000;20 000;2 000;0;3;réussite sur mes projets/affaires;confiance 
731;2;3;19;4;FRANCE;FR;40;2;;;;;;1;;;16;2;2009;1;2;2;2;8;8;4;1;12;1;2;17;;THALES;7;;;Aeronautique Control Aerien;Snior Safety Manager;manager l'equipe Safety  Realiser des etudes Safety;2008;59 000;5 000;3 000;0;2;;
302;2;3;8;5;FRANCE;FR;50;1;;;1997;;2;1;;;27;4;2009;1;2;2;2;6;8;1;;;1;2;17;;THALES;;Achats;3;;Sourcing stratégique;Recherche de sources compétitives  Recherche de partenariats;2008;160 000;20 000;3 000;2 500;2;Quantité de travail  Capacité de travailler rapidement  Capacité d'analyse et de compréhension des problèmatiques  ;relatif manque d'ambition  manque d'aisance dans la politique d'entreprise
732;2;3;11;5;FRANCE;FR;48;2;;;;;;1;;;25;;2009;1;2;2;2;8;8;1;;;3;4;17;;THALES;14;;3;;Directeur Technique Délégué de Division;Stratégie Technique, Coopération, Plannification;2008;165 000;33 000;4 000;3 000;2;Formation Technique  Sponsoring de Managers  Formation de réseau dans un grand groupe  Travail !;Parcours essentiellement fonctionnel et non de management
882;2;3;12;5;FRANCE;FR;47;2;;;;;;1;;;23;5;2009;1;2;;1;8;;1;;;1;3;9;;THALES;14;;8;;Directeur Strategie Technique;Plan strategiques, M&A, Standardisation, Propriété intellectuelle;2008;137 000;19 000;;3 200;1;Vision technique;
677;2;3;10;5;FRANCE;FR;50;2;;;;;;1;;;25;1;2009;1;2;;2;7;8;1;;;1;1;17;;THALES;14;;3;;directeur de la statégie;définition de la stratégie de l'enteprise;2008;110 000;20 000;4 000;5 000;2;rigueur;rigueur
251;2;3;5;1;FRANCE;FR;52;2;;;;;;1;;;28;1;2009;1;2;2;2;8;8;1;;;2;8;17;;THALES;;étude développement et production d'équipement aéronautiques militaires;1;;Vice President Managing Director Business Unit;Direction d'un centre de profit;2008;140 000;45 000;5 000;10 000;1;Un intérêt pluridisciplinaire (technique, finance, commerce, RH, contrat, ...).  Le goût du management d'équipe.  Une capacité d'adaptation à de nombreux changements de poste.;Le manque d'une expérience d'expatriation.  
609;2;3;21;1;FRANCE;FR;36;2;;;;;;1;;;12;1;2009;1;2;2;2;6;8;2;;;5;6;17;;THALES;12;;;Aéronautique;Segment Manager;Gérer les équipes d'engénierie système, de développement, d'intégration et de validation sur un projet. Cela inclut les aspects financiers et techniques;2008;68 000;9 000;3 000;;1; La communication / Relations humaines  - Expertise technique;- Manque d'opportunités  - Etre resté dans la même entreprise depuis le début
352;2;3;13;1;FRANCE;FR;45;1;;;2001;;1;1;;;22;3;2009;1;2;2;2;6;8;2;;;5;1;9;;THALES;8;;1;;responsable commercial;gagner des contrats;2008;82 000;15 000;3 000;;2;lucidité et anticipation;la prudence
1067;1;3;13;5;FRANCE;FR;46;2;;;;;;1;;;21;1;2009;1;2;;2;7;8;1;;;1;3;9;;THALES;12;;3;;Directeur Ingénierie;Consolider les projets en cours et développer l'activité;2008;85 000;10 000;5 000;;3;compétences techniques  implication;réseautage
637;2;3;16;4;FRANCE;FR;43;2;;;;;;1;;;18;3;2009;1;2;;2;8;8;1;;;5;6;9;DEFENSE;THALES;12;;7;;DIRECTEUR DE PROGRAMME;;2008;108 000;21 000;10 000;;1;;
647;2;1;14;9;FRANCE;FR;44;2;;;;;;1;;;19;1;2009;1;2;2;2;8;8;1;;;6;6;17;;THALES;12;;1;;Chef de service;Développement de systèmes / avions militaires;2008;85 000;5 000;;;2;Formation initiale Telecom Paris  Opportunités qui se sont présentées;
589;2;3;11;4;FRANCE;FR;47;2;;;;;;1;;;23;1;2009;1;2;;2;5;8;2;;;4;3;9;;THALES;4;;1;;Responsable Méthodes et outils ingéniérie système ;;2008;60 800;6 000;;;3;;
1156;1;3;18;4;FRANCE;FR;39;2;;;;;;1;;;15;3;2009;1;2;2;2;7;8;1;;;5;5;9;défense & sécurité;THALES;12;;8;;Responsable Offre&Solutions Biométrie;Gérer toutes les avant-vente du domaine biométrie de Thales Security Systems;2008;69 000;6 000;;;1;Adaptation  Engagement  Volonté d'apprendre  Ecoute;Vie familiale, mais ce n'est pas un frein dans mon équilibre personnel!
188;2;3;21;1;FRANCE;FR;37;2;;;;;;1;;;13;3;2009;1;2;2;2;8;8;1;;;5;1;9;;THALES;12;;8;;Directeur de projet;Gestion de grands projets d'infogérance;2008;76 000;8 000;;;2;Rigueur. International.;
1178;2;3;29;4;FRANCE;FR;30;1;;2006;;;1;1;;;5;3;2009;1;2;2;2;8;8;1;;;1;2;9;;THALES;2;;11;;architecte logiciel;;2008;45 000;;;;1;expertise du doctorat;
519;2;3;3;1;FRANCE;FR;54;2;;;;;;1;;;30;1;2009;1;2;2;2;7;8;2;;;4;2;17;;THALES Alenia Space;3;;11;;Inénieur d'études;Spécialiste applications équipements embarqués de Navigation (GPS);2008;80 000;10 000;1 000;0;3;Compétence technique;
736;2;3;27;1;FRANCE;FR;30;2;;;;;;1;;;8;3;2009;1;2;;2;8;8;2;;;5;1;17;;THALES Alenia Space;12;;6;;Chef de projet;Suivi d'affaires et de projets et ingénierie système;2008;53 000;4 000;1 000;;2;Adaptabilité, organisation, connaissance techniques;
209;2;3;23;4;FRANCE;FR;37;2;;;;;;1;;;10;2;2009;1;2;;2;8;8;2;;;6;4;17;;THALES Alenia Space;12;;;Satellites;Responsable Technique Appel d'Offres Satellites télécom - Chef de Service;Management techniques des propositions;2008;60 000;4 000;1 000;;1;Motivation, cohérence du parcours depuis l'origine (post bac);Domaine restreint, peu de places
174;2;3;17;4;FRANCE;FR;41;2;;;;;;1;;;17;1;2009;1;2;;;8;;2;;;1;1;17;;THALES Avionics;3;;;Aéronautique;Responsable Technique gestion du vol et de la mission;Analyser l'évolution technique du domaine et définir la stratégie technique  Favoriser l'innovation et développer les coopérations avec les labos de recherche  Construire le plan d'études du domaine et fixer les objectifs de maturité;2008;67 600;4 500;1 500;0;2;Travail, Autonomie, Esprit de synthèse, Adaptabilité;Leadership, Autorité, Communication
792;2;3;12;1;FRANCE;FR;46;2;;;;;;1;;;22;1;2009;1;;;2;8;8;2;;;5;3;17;;THALES Avionics;3;;;équipements aéronautiques;Responsable études;Responsable technique sur projets européens  Gestion des lots  Domaine InFlight entertainment et Maintenance;2008;56 000;5 000;1 500;0;3;compétences techniques  capacités d'innovation;absence de réseau au sein de l'entreprise
1225;2;1;24;9;FRANCE;FR;36;2;;;;;;1;;;10;1;2009;1;2;2;2;8;8;1;;;5;5;17;;THALES Avionics;4;;3;;Responsable Ingénierie Système;Responsable de l'équipe d'Intégration Vérification Validation et Qualification  Anime l'équipe, planifie l'activité, contrôle l'avancement au regards des engagements délais, coût et qualité.;2008;61 000;4 000;2 000;1 000;2;Ecoute, rapidité de compréhension et de synhtèse;parfois un peu trop de perfectionnisme  
661;1;3;17;4;FRANCE;FR;42;2;;;;;;1;;;18;2;2009;1;2;2;2;6;8;2;;;5;1;17;;THALES Avionics;7;;8;;Responsable Assurance Qualité Développement;Suivi qualité de systèmes aéronautiques en développement de la conception à la production/entrée en série (Système, logiciels et produits);2008;66 000;11 000;1 500;;2;Mobilité, ouverture d'esprit aux changements et aux opportunités;RAS
376;2;1;30;9;FRANCE;FR;28;2;;;;;;1;;;4;2;2009;1;2;2;2;8;8;1;;;1;2;17;;THALES Avionics;4;;11;;;;2008;44 000;3 000;3 000;;1;;
200;1;3;26;1;FRANCE;FR;31;1;2001;;;;1;1;;;7;;2009;1;2;2;2;8;8;1;;;4;1;2;;THALES Communications;3;;10;;Ingénieur etudes Traitement du signal;- réaliser des études pour le compte de la DGA et de projets Européens  - monter des réponses à appels d'offre;2008;50 000;4 000;1 500;0;2;Diplome Télécom Paris, compétences techniques acquises à Télécom + compétences personnelles relationnelles, d'analyse, d'adaptivité à des nouvelles thématiques techniques;Entreprise de grande taille, ne favorisant pas des évolutions rapides de carrière + période économique difficile en début de carrière (2001-2002)
520;2;3;22;1;FRANCE;FR;36;2;;;;;;1;;;10;2;2009;1;2;;2;7;8;1;;;1;2;2;;THALES Communications;3;;1;;Architecte Composants Cryptographiques;définition des besoins fonctionnels  dimensionnement des fonctions  établissement de budget de développement  réponse à appel d'offre  suivi technique de développement  expertise des solutions en développement;2008;67 000;6 000;2 000;0;2;motivation et investissement personnel  curiosité technique  bon relationnel (interne et externe)  engagement dans des programmes de l'entreprise (culture d'entreprise);manque de reconnaissance de l'école dans le domaine de la micro-électronique  caractère trop réservé, ne souhaitant pas se mettre particulièrement en avant (préférer une reconnaissance de la réussite de l'équipe par rapport à mon travail personnel)
1140;1;3;14;4;FRANCE;FR;44;2;;;;;;1;;;21;4;2009;1;2;2;2;8;8;1;;;6;4;2;;THALES Communications;8;;1;;DIRECTEUR COMMERCIAL FRANCE GRANDS COMPTES;Directeur d'une équipe d'ingénierus commerciaux chargés d'ssurer la promotion et la vente des produits auprès du client militaire France;2008;86 000;14 000;2 500;8 000;1;Chercher et accepter la mobilité (changements de postes plusieurs fois dans la carrière)  Flexibilité  ;
389;2;3;21;1;FRANCE;FR;36;2;;;;;;1;;;12;2;2009;1;2;2;2;8;8;1;;;5;1;2;;THALES Communications;12;;1;;Responsable chargé de produit M@tis;définition, promotion et soutien de l'offre produit système de communications véhicule (M@tis);2008;63 000;7 000;2 000;;3;label Télécom Paris, professionalisme ;manque d'opportunités en interne, manque de prise de risques, difficulté à changer
706;2;3;9;1;FRANCE;FR;48;1;;1988;;;2;1;;;20;3;2009;1;2;;2;8;8;1;;;2;8;2;;THALES Communications;3;;3;;Directeur unité R&D;Etude et développement des systèmes numériques embarqués (matériel, logiciel, traitement du signal, protocoles radio);2008;113 000;20 000;6 000;;2;Mélange de compétence et d'apétance technique et capacité de gérer des projets et des équipes en R&D;Peut-être une certaine aversion à la prise de risque
